timestamp,ds0_c,ds1_c,ds2_c,ds3_c,ds4_c,bme_t_c,bme_p_hpa,bme_h_pct,target_c,comp,hv,iso_duty,safe,up_s
2026-07-20 15:46:59.865,0.0,,,,,28.7,927.8,18.4,-40.0,0.0,1.0,0.0,0.0,38.0
2026-07-20 15:47:00.065,0.0,,,,,28.7,927.8,19.3,-40.0,0.0,1.0,0.0,0.0,38.0
2026-07-20 15:47:00.265,0.0,,,,,28.7,927.8,19.3,-40.0,0.0,1.0,0.0,0.0,38.0
2026-07-20 15:47:00.527,0.0,,,,,28.7,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,39.0
2026-07-20 15:47:00.666,0.0,,,,,28.7,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,39.0
2026-07-20 15:47:00.865,0.0,,,,,28.7,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,39.0
2026-07-20 15:47:01.069,0.0,,,,,28.7,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,39.0
2026-07-20 15:47:01.265,0.0,,,,,28.7,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,39.0
2026-07-20 15:47:01.527,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,40.0
2026-07-20 15:47:01.665,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,40.0
2026-07-20 15:47:01.865,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,40.0
2026-07-20 15:47:02.066,0.0,,,,,28.7,927.7,18.7,-40.0,0.0,1.0,0.0,0.0,40.0
2026-07-20 15:47:02.265,0.0,,,,,28.7,927.7,18.7,-40.0,0.0,1.0,0.0,0.0,40.0
2026-07-20 15:47:02.527,0.0,,,,,28.7,927.8,19.1,-40.0,0.0,1.0,0.0,0.0,41.0
2026-07-20 15:47:02.682,0.0,,,,,28.7,927.8,19.1,-40.0,0.0,1.0,0.0,0.0,41.0
2026-07-20 15:47:02.865,0.0,,,,,28.7,927.8,19.1,-40.0,0.0,1.0,0.0,0.0,41.0
2026-07-20 15:47:03.066,0.0,,,,,28.7,927.8,19.0,-40.0,0.0,1.0,0.0,0.0,41.0
2026-07-20 15:47:03.265,0.0,,,,,28.7,927.8,19.0,-40.0,0.0,1.0,0.0,0.0,41.0
2026-07-20 15:47:03.527,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,42.0
2026-07-20 15:47:03.696,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,42.0
2026-07-20 15:47:03.865,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,42.0
2026-07-20 15:47:04.066,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,42.0
2026-07-20 15:47:04.287,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,42.0
2026-07-20 15:47:04.528,0.0,,,,,28.7,927.8,19.0,-40.0,0.0,1.0,0.0,0.0,43.0
2026-07-20 15:47:04.697,0.0,,,,,28.7,927.8,19.0,-40.0,0.0,1.0,0.0,0.0,43.0
2026-07-20 15:47:04.866,0.0,,,,,28.7,927.8,19.0,-40.0,0.0,1.0,0.0,0.0,43.0
2026-07-20 15:47:05.065,0.0,,,,,28.7,927.7,18.8,-40.0,0.0,1.0,0.0,0.0,43.0
2026-07-20 15:47:05.265,0.0,,,,,28.7,927.7,18.8,-40.0,0.0,1.0,0.0,0.0,43.0
2026-07-20 15:47:05.527,0.0,,,,,28.7,927.7,18.7,-40.0,0.0,1.0,0.0,0.0,44.0
2026-07-20 15:47:05.699,0.0,,,,,28.7,927.7,18.7,-40.0,0.0,1.0,0.0,0.0,44.0
2026-07-20 15:47:05.865,0.0,,,,,28.7,927.7,18.7,-40.0,0.0,1.0,0.0,0.0,44.0
2026-07-20 15:47:06.065,0.0,,,,,28.7,927.8,18.7,-40.0,0.0,1.0,0.0,0.0,44.0
2026-07-20 15:47:06.265,0.0,,,,,28.7,927.8,18.7,-40.0,0.0,1.0,0.0,0.0,44.0
2026-07-20 15:47:06.527,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,45.0
2026-07-20 15:47:06.692,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,45.0
2026-07-20 15:47:06.865,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,45.0
2026-07-20 15:47:07.066,0.0,,,,,28.7,927.8,18.4,-40.0,0.0,1.0,0.0,0.0,45.0
2026-07-20 15:47:07.265,0.0,,,,,28.7,927.8,18.4,-40.0,0.0,1.0,0.0,0.0,45.0
2026-07-20 15:47:07.528,0.0,,,,,28.71,927.8,18.8,-40.0,0.0,1.0,0.0,0.0,46.0
2026-07-20 15:47:07.666,0.0,,,,,28.71,927.8,18.8,-40.0,0.0,1.0,0.0,0.0,46.0
2026-07-20 15:47:07.865,0.0,,,,,28.71,927.8,18.8,-40.0,0.0,1.0,0.0,0.0,46.0
2026-07-20 15:47:08.066,0.0,,,,,28.7,927.8,18.3,-40.0,0.0,1.0,0.0,0.0,46.0
2026-07-20 15:47:08.265,0.0,,,,,28.7,927.8,18.3,-40.0,0.0,1.0,0.0,0.0,46.0
2026-07-20 15:47:08.527,0.0,,,,,28.7,927.7,18.7,-40.0,0.0,1.0,0.0,0.0,47.0
2026-07-20 15:47:08.681,0.0,,,,,28.7,927.7,18.7,-40.0,0.0,1.0,0.0,0.0,47.0
2026-07-20 15:47:08.866,0.0,,,,,28.7,927.7,18.7,-40.0,0.0,1.0,0.0,0.0,47.0
2026-07-20 15:47:09.065,0.0,,,,,28.7,927.8,18.8,-40.0,0.0,1.0,0.0,0.0,47.0
2026-07-20 15:47:09.265,0.0,,,,,28.7,927.8,18.8,-40.0,0.0,1.0,0.0,0.0,47.0
2026-07-20 15:47:09.527,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,48.0
2026-07-20 15:47:09.665,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,48.0
2026-07-20 15:47:09.865,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,48.0
2026-07-20 15:47:10.066,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,48.0
2026-07-20 15:47:10.265,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,48.0
2026-07-20 15:47:10.527,0.0,,,,,28.7,927.8,18.4,-40.0,0.0,1.0,0.0,0.0,49.0
2026-07-20 15:47:10.684,0.0,,,,,28.7,927.8,18.4,-40.0,0.0,1.0,0.0,0.0,49.0
2026-07-20 15:47:10.865,0.0,,,,,28.7,927.8,18.4,-40.0,0.0,1.0,0.0,0.0,49.0
2026-07-20 15:47:11.065,0.0,,,,,28.71,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,49.0
2026-07-20 15:47:11.266,0.0,,,,,28.71,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,49.0
2026-07-20 15:47:11.527,0.0,,,,,28.71,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,50.0
2026-07-20 15:47:11.666,0.0,,,,,28.71,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,50.0
2026-07-20 15:47:11.866,0.0,,,,,28.71,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,50.0
2026-07-20 15:47:12.076,0.0,,,,,28.7,927.8,18.4,-40.0,0.0,1.0,0.0,0.0,50.0
2026-07-20 15:47:12.266,0.0,,,,,28.7,927.8,18.4,-40.0,0.0,1.0,0.0,0.0,50.0
2026-07-20 15:47:12.528,0.0,,,,,28.7,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,51.0
2026-07-20 15:47:12.692,0.0,,,,,28.7,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,51.0
2026-07-20 15:47:12.868,0.0,,,,,28.7,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,51.0
2026-07-20 15:47:13.066,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,51.0
2026-07-20 15:47:13.265,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,51.0
2026-07-20 15:47:13.527,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,52.0
2026-07-20 15:47:13.694,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,52.0
2026-07-20 15:47:13.865,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,52.0
2026-07-20 15:47:14.065,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,52.0
2026-07-20 15:47:14.265,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,52.0
2026-07-20 15:47:14.527,0.0,,,,,28.7,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,53.0
2026-07-20 15:47:14.666,0.0,,,,,28.7,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,53.0
2026-07-20 15:47:14.865,0.0,,,,,28.7,927.8,18.5,-40.0,0.0,1.0,0.0,0.0,53.0
2026-07-20 15:47:15.065,0.0,,,,,28.7,927.8,19.6,-40.0,0.0,1.0,0.0,0.0,53.0
2026-07-20 15:47:15.265,0.0,,,,,28.7,927.8,19.6,-40.0,0.0,1.0,0.0,0.0,53.0
2026-07-20 15:47:15.527,0.0,,,,,28.7,927.8,18.7,-40.0,0.0,1.0,0.0,0.0,54.0
2026-07-20 15:47:15.665,0.0,,,,,28.7,927.8,18.7,-40.0,0.0,1.0,0.0,0.0,54.0
2026-07-20 15:47:15.865,0.0,,,,,28.7,927.8,18.7,-40.0,0.0,1.0,0.0,0.0,54.0
2026-07-20 15:47:16.065,0.0,,,,,28.7,927.8,18.4,-40.0,0.0,1.0,0.0,0.0,54.0
2026-07-20 15:47:16.265,0.0,,,,,28.7,927.8,18.4,-40.0,0.0,1.0,0.0,0.0,54.0
2026-07-20 15:47:16.527,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,55.0
2026-07-20 15:47:16.693,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,55.0
2026-07-20 15:47:16.865,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,55.0
2026-07-20 15:47:17.065,0.0,,,,,28.7,927.8,19.4,-40.0,0.0,1.0,0.0,0.0,55.0
2026-07-20 15:47:17.282,0.0,,,,,28.7,927.8,19.4,-40.0,0.0,1.0,0.0,0.0,55.0
2026-07-20 15:47:17.527,0.0,,,,,28.7,927.8,19.2,-40.0,0.0,1.0,0.0,0.0,56.0
2026-07-20 15:47:17.665,0.0,,,,,28.7,927.8,19.2,-40.0,0.0,1.0,0.0,0.0,56.0
2026-07-20 15:47:17.893,0.0,,,,,28.7,927.8,19.2,-40.0,0.0,1.0,0.0,0.0,56.0
2026-07-20 15:47:18.065,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,56.0
2026-07-20 15:47:18.265,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,56.0
2026-07-20 15:47:18.527,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,57.0
2026-07-20 15:47:18.665,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,57.0
2026-07-20 15:47:18.865,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,57.0
2026-07-20 15:47:19.065,0.0,,,,,28.7,927.8,18.8,-40.0,0.0,1.0,0.0,0.0,57.0
2026-07-20 15:47:19.265,0.0,,,,,28.7,927.8,18.8,-40.0,0.0,1.0,0.0,0.0,57.0
2026-07-20 15:47:19.527,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,58.0
2026-07-20 15:47:19.665,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,58.0
2026-07-20 15:47:19.872,0.0,,,,,28.7,927.8,18.9,-40.0,0.0,1.0,0.0,0.0,58.0
2026-07-20 15:47:20.065,0.0,,,,,28.7,927.8,18.7,-40.0,0.0,1.0,0.0,0.0,58.0
2026-07-20 15:47:20.266,0.0,,,,,28.7,927.8,18.7,-40.0,0.0,1.0,0.0,0.0,58.0
2026-07-20 15:47:20.527,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,59.0
2026-07-20 15:47:20.664,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,59.0
2026-07-20 15:47:20.865,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,59.0
2026-07-20 15:47:21.066,0.0,,,,,28.7,927.8,18.7,-40.0,0.0,1.0,0.0,0.0,59.0
2026-07-20 15:47:21.265,0.0,,,,,28.7,927.8,18.7,-40.0,0.0,1.0,0.0,0.0,59.0
2026-07-20 15:47:21.527,0.0,,,,,28.71,927.8,19.1,-40.0,0.0,1.0,0.0,0.0,60.0
2026-07-20 15:47:21.665,0.0,,,,,28.71,927.8,19.1,-40.0,0.0,1.0,0.0,0.0,60.0
2026-07-20 15:47:21.884,0.0,,,,,28.71,927.8,19.1,-40.0,0.0,1.0,0.0,0.0,60.0
2026-07-20 15:47:22.065,0.0,,,,,28.7,927.8,18.7,-40.0,0.0,1.0,0.0,0.0,60.0
2026-07-20 15:47:22.265,0.0,,,,,28.7,927.8,18.7,-40.0,0.0,1.0,0.0,0.0,60.0
2026-07-20 15:47:22.527,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,61.0
2026-07-20 15:47:22.664,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,61.0
2026-07-20 15:47:22.865,0.0,,,,,28.7,927.8,18.6,-40.0,0.0,1.0,0.0,0.0,61.0
2026-07-20 15:47:23.065,0.0,,,,,28.71,927.8,19.0,-40.0,0.0,1.0,0.0,0.0,61.0
2026-07-20 15:47:23.265,0.0,,,,,28.71,927.8,19.0,-40.0,0.0,1.0,0.0,0.0,61.0
2026-07-20 15:47:23.527,0.0,,,,,28.7,927.7,18.9,-40.0,0.0,1.0,0.0,0.0,62.0
2026-07-20 15:47:23.664,0.0,,,,,28.7,927.7,18.9,-40.0,0.0,1.0,0.0,0.0,62.0
