timestamp,ds0_c,ds1_c,ds2_c,ds3_c,ds4_c,bme_t_c,bme_p_hpa,bme_h_pct,target_c,comp,hv,iso_duty,safe,up_s
2026-07-18 18:40:21.463,0.0,,,,,28.68,929.0,35.3,-40.0,0.0,1.0,0.0,0.0,5.0
2026-07-18 18:40:21.619,0.0,,,,,28.68,929.0,35.3,-40.0,0.0,1.0,0.0,0.0,5.0
2026-07-18 18:40:21.819,0.0,,,,,28.68,929.0,35.3,-40.0,0.0,1.0,0.0,0.0,5.0
2026-07-18 18:40:22.020,0.0,,,,,28.68,929.0,34.2,-40.0,0.0,1.0,0.0,0.0,5.0
2026-07-18 18:40:22.219,0.0,,,,,28.68,929.0,34.2,-40.0,0.0,1.0,0.0,0.0,5.0
2026-07-18 18:40:22.464,0.0,,,,,28.69,929.0,35.0,-40.0,0.0,1.0,0.0,0.0,6.0
2026-07-18 18:40:22.619,0.0,,,,,28.69,929.0,35.0,-40.0,0.0,1.0,0.0,0.0,6.0
2026-07-18 18:40:22.851,0.0,,,,,28.69,929.0,35.0,-40.0,0.0,1.0,0.0,0.0,6.0
2026-07-18 18:40:23.019,0.0,,,,,28.68,929.0,34.6,-40.0,0.0,1.0,0.0,0.0,6.0
2026-07-18 18:40:23.219,0.0,,,,,28.68,929.0,34.6,-40.0,0.0,1.0,0.0,0.0,6.0
2026-07-18 18:40:23.463,0.0,,,,,28.68,929.0,34.9,-40.0,0.0,1.0,0.0,0.0,7.0
2026-07-18 18:40:23.619,0.0,,,,,28.68,929.0,34.9,-40.0,0.0,1.0,0.0,0.0,7.0
2026-07-18 18:40:23.819,0.0,,,,,28.68,929.0,34.9,-40.0,0.0,1.0,0.0,0.0,7.0
2026-07-18 18:40:24.019,0.0,,,,,28.69,928.9,34.4,-40.0,0.0,1.0,0.0,0.0,7.0
2026-07-18 18:40:24.219,0.0,,,,,28.69,928.9,34.4,-40.0,0.0,1.0,0.0,0.0,7.0
2026-07-18 18:40:24.464,0.0,,,,,28.68,929.0,35.0,-40.0,0.0,1.0,0.0,0.0,8.0
2026-07-18 18:40:24.637,0.0,,,,,28.68,929.0,35.0,-40.0,0.0,1.0,0.0,0.0,8.0
2026-07-18 18:40:24.820,0.0,,,,,28.68,929.0,35.0,-40.0,0.0,1.0,0.0,0.0,8.0
2026-07-18 18:40:25.018,0.0,,,,,28.68,929.0,34.2,-40.0,0.0,1.0,0.0,0.0,8.0
2026-07-18 18:40:25.219,0.0,,,,,28.68,929.0,34.2,-40.0,0.0,1.0,0.0,0.0,8.0
2026-07-18 18:40:25.463,0.0,,,,,28.68,929.0,34.4,-40.0,0.0,1.0,0.0,0.0,9.0
