timestamp,ds0_c,ds1_c,ds2_c,ds3_c,ds4_c,bme_t_c,bme_p_hpa,bme_h_pct,target_c,comp,comp_allowed,hv,iso_duty,safe,up_s
2026-07-21 16:47:49.156,28.93,29.5,29.93,29.18,29.12,28.72,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-07-21 16:47:49.393,28.93,29.5,29.93,29.18,29.12,28.72,928.2,24.3,-40.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-07-21 16:47:49.555,28.93,29.43,29.87,29.18,29.12,28.72,928.2,24.3,-40.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-07-21 16:47:49.757,28.93,29.43,29.87,29.18,29.12,28.72,928.3,24.6,-40.0,0.0,0.0,0.0,0.0,0.0,4.0
2026-07-21 16:47:49.956,28.93,29.43,29.87,29.18,29.12,28.72,928.3,24.6,-40.0,0.0,0.0,0.0,0.0,0.0,4.0
2026-07-21 16:47:50.155,28.93,29.43,29.87,29.18,29.12,28.72,928.3,24.6,-40.0,0.0,0.0,0.0,0.0,0.0,4.0
2026-07-21 16:47:50.356,28.93,29.43,29.87,29.18,29.12,28.73,928.2,25.0,-40.0,0.0,0.0,0.0,0.0,0.0,4.0
2026-07-21 16:47:50.555,28.87,29.43,29.93,29.18,29.12,28.73,928.2,25.0,-40.0,0.0,0.0,0.0,0.0,0.0,4.0
2026-07-21 16:47:50.757,28.87,29.43,29.93,29.18,29.12,28.73,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,5.0
2026-07-21 16:47:50.956,28.87,29.43,29.93,29.18,29.12,28.73,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,5.0
2026-07-21 16:47:51.156,28.87,29.43,29.93,29.18,29.12,28.73,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,5.0
2026-07-21 16:47:51.356,28.87,29.43,29.93,29.18,29.12,28.73,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,5.0
2026-07-21 16:47:51.555,28.93,29.43,29.93,29.18,29.12,28.73,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,5.0
2026-07-21 16:47:51.757,28.93,29.43,29.93,29.18,29.12,28.72,928.1,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-21 16:47:51.956,28.93,29.43,29.93,29.18,29.12,28.72,928.1,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-21 16:47:52.156,28.93,29.43,29.93,29.18,29.12,28.72,928.1,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-21 16:47:52.357,28.93,29.43,29.93,29.18,29.12,28.73,928.2,24.8,-40.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-21 16:47:52.555,28.93,29.43,29.93,29.18,29.12,28.73,928.2,24.8,-40.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-21 16:47:52.757,28.93,29.43,29.93,29.18,29.12,28.72,928.2,24.8,-40.0,0.0,0.0,0.0,0.0,0.0,7.0
2026-07-21 16:47:52.956,28.93,29.43,29.93,29.18,29.12,28.72,928.2,24.8,-40.0,0.0,0.0,0.0,0.0,0.0,7.0
2026-07-21 16:47:53.156,28.93,29.43,29.93,29.18,29.12,28.72,928.2,24.8,-40.0,0.0,0.0,0.0,0.0,0.0,7.0
2026-07-21 16:47:53.356,28.93,29.43,29.93,29.18,29.12,28.72,928.1,24.8,-40.0,0.0,0.0,0.0,0.0,0.0,7.0
2026-07-21 16:47:53.555,28.87,29.43,29.93,29.18,29.12,28.72,928.1,24.8,-40.0,0.0,0.0,0.0,0.0,0.0,7.0
2026-07-21 16:47:53.756,28.87,29.43,29.93,29.18,29.12,28.73,928.1,25.1,-40.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-21 16:47:53.956,28.87,29.43,29.93,29.18,29.12,28.73,928.1,25.1,-40.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-21 16:47:54.156,28.87,29.43,29.93,29.18,29.12,28.73,928.1,25.1,-40.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-21 16:47:54.357,28.87,29.43,29.93,29.18,29.12,28.73,928.2,24.4,-40.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-21 16:47:54.556,28.93,29.43,29.93,29.12,29.12,28.73,928.2,24.4,-40.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-21 16:47:54.756,28.93,29.43,29.93,29.12,29.12,28.75,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,9.0
