timestamp,ds0_c,ds1_c,ds2_c,ds3_c,ds4_c,bme_t_c,bme_p_hpa,bme_h_pct,target_c,comp,hv,iso_duty,safe,up_s
2026-07-18 19:40:02.107,0.0,,,,,27.92,929.7,36.1,-40.0,0.0,1.0,0.0,0.0,51.0
2026-07-18 19:40:02.306,0.0,,,,,27.92,929.7,36.1,-40.0,0.0,1.0,0.0,0.0,51.0
2026-07-18 19:40:02.550,0.0,,,,,27.92,929.8,35.9,-40.0,0.0,1.0,0.0,0.0,52.0
2026-07-18 19:40:02.706,0.0,,,,,27.92,929.8,35.9,-40.0,0.0,1.0,0.0,0.0,52.0
2026-07-18 19:40:02.906,0.0,,,,,27.92,929.8,35.9,-40.0,0.0,1.0,0.0,0.0,52.0
2026-07-18 19:40:03.106,0.0,,,,,27.92,929.8,36.2,-40.0,0.0,1.0,0.0,0.0,52.0
2026-07-18 19:40:03.305,0.0,,,,,27.92,929.8,36.2,-40.0,0.0,1.0,0.0,0.0,52.0
2026-07-18 19:40:03.550,0.0,,,,,27.93,929.8,36.1,-40.0,0.0,1.0,0.0,0.0,53.0
2026-07-18 19:40:03.733,0.0,,,,,27.93,929.8,36.1,-40.0,0.0,1.0,0.0,0.0,53.0
2026-07-18 19:40:03.905,0.0,,,,,27.93,929.8,36.1,-40.0,0.0,1.0,0.0,0.0,53.0
2026-07-18 19:40:04.114,0.0,,,,,27.93,929.8,36.3,-40.0,0.0,1.0,0.0,0.0,53.0
2026-07-18 19:40:04.305,0.0,,,,,27.93,929.8,36.3,-40.0,0.0,1.0,0.0,0.0,53.0
2026-07-18 19:40:04.549,0.0,,,,,27.9,929.7,35.6,-40.0,0.0,1.0,0.0,0.0,54.0
2026-07-18 19:40:04.706,0.0,,,,,27.9,929.7,35.6,-40.0,0.0,1.0,0.0,0.0,54.0
2026-07-18 19:40:04.905,0.0,,,,,27.9,929.7,35.6,-40.0,0.0,1.0,0.0,0.0,54.0
2026-07-18 19:40:05.106,0.0,,,,,27.92,929.7,36.3,-40.0,0.0,1.0,0.0,0.0,54.0
2026-07-18 19:40:05.306,0.0,,,,,27.92,929.7,36.3,-40.0,0.0,1.0,0.0,0.0,54.0
