timestamp,ds0_c,ds1_c,ds2_c,ds3_c,ds4_c,bme_t_c,bme_p_hpa,bme_h_pct,target_c,comp,comp_allowed,hv,iso_duty,safe,up_s
2026-07-21 16:32:47.209,27.68,29.62,30.0,29.31,24.68,28.87,928.2,24.5,-40.0,0.0,0.0,0.0,0.0,0.0,7.0
2026-07-21 16:32:47.409,27.68,29.62,30.0,29.31,24.68,28.87,928.2,24.5,-40.0,0.0,0.0,0.0,0.0,0.0,7.0
2026-07-21 16:32:47.611,27.68,29.62,30.0,29.31,24.68,28.86,928.2,25.0,-40.0,0.0,0.0,0.0,0.0,0.0,7.0
2026-07-21 16:32:47.893,27.68,29.62,30.0,29.31,24.68,28.86,928.2,25.0,-40.0,0.0,0.0,0.0,0.0,0.0,7.0
2026-07-21 16:32:48.010,27.68,29.62,30.0,29.31,24.68,28.87,928.1,24.6,-40.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-21 16:32:48.209,27.68,29.62,30.0,29.31,24.68,28.87,928.1,24.6,-40.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-21 16:32:48.409,27.68,29.62,30.0,29.31,24.68,28.87,928.1,24.6,-40.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-21 16:32:48.609,27.68,29.62,30.0,29.31,24.68,28.87,928.1,24.6,-40.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-21 16:32:48.825,27.68,29.56,30.0,29.31,24.68,28.87,928.1,24.6,-40.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-21 16:32:49.009,27.68,29.56,30.0,29.31,24.68,28.87,928.2,24.8,-40.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-21 16:32:49.226,27.68,29.56,30.0,29.31,24.68,28.87,928.2,24.8,-40.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-21 16:32:49.409,27.68,29.56,30.0,29.31,24.68,28.87,928.2,24.8,-40.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-21 16:32:49.609,27.68,29.56,30.0,29.31,24.68,28.86,928.2,25.0,-40.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-21 16:32:49.830,27.68,29.62,30.0,29.31,24.68,28.86,928.2,25.0,-40.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-21 16:32:50.010,27.68,29.62,30.0,29.31,24.68,28.87,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,10.0
2026-07-21 16:32:50.209,27.68,29.62,30.0,29.31,24.68,28.87,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,10.0
2026-07-21 16:32:50.409,27.68,29.62,30.0,29.31,24.68,28.87,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,10.0
2026-07-21 16:32:50.609,27.68,29.62,30.0,29.31,24.68,28.87,928.2,24.6,-40.0,0.0,0.0,0.0,0.0,0.0,10.0
2026-07-21 16:32:50.808,27.68,29.62,30.0,29.31,24.68,28.87,928.2,24.6,-40.0,0.0,0.0,0.0,0.0,0.0,10.0
2026-07-21 16:32:51.009,27.68,29.62,30.0,29.31,24.68,28.87,928.2,24.4,-40.0,0.0,0.0,0.0,0.0,0.0,11.0
2026-07-21 16:32:51.210,27.68,29.62,30.0,29.31,24.68,28.87,928.2,24.4,-40.0,0.0,0.0,0.0,0.0,0.0,11.0
2026-07-21 16:32:51.408,27.68,29.62,30.0,29.31,24.68,28.87,928.2,24.4,-40.0,0.0,0.0,0.0,0.0,0.0,11.0
2026-07-21 16:32:51.609,27.68,29.62,30.0,29.31,24.68,28.87,928.2,25.2,-40.0,0.0,0.0,0.0,0.0,0.0,11.0
2026-07-21 16:32:51.823,27.68,29.62,30.0,29.31,24.75,28.87,928.2,25.2,-40.0,0.0,0.0,0.0,0.0,0.0,11.0
2026-07-21 16:32:52.010,27.68,29.62,30.0,29.31,24.75,28.87,928.2,24.3,-40.0,0.0,0.0,0.0,0.0,0.0,12.0
2026-07-21 16:32:52.208,27.68,29.62,30.0,29.31,24.75,28.87,928.2,24.3,-40.0,0.0,0.0,0.0,0.0,0.0,12.0
2026-07-21 16:32:52.409,27.68,29.62,30.0,29.31,24.75,28.87,928.2,24.3,-40.0,0.0,0.0,0.0,0.0,0.0,12.0
2026-07-21 16:32:52.609,27.68,29.62,30.0,29.31,24.75,28.87,928.2,24.7,-40.0,0.0,0.0,0.0,0.0,0.0,12.0
2026-07-21 16:32:52.808,27.68,29.56,30.0,29.31,24.75,28.87,928.2,24.7,-40.0,0.0,0.0,0.0,0.0,0.0,12.0
2026-07-21 16:32:53.009,27.68,29.56,30.0,29.31,24.75,28.87,928.2,24.4,-40.0,0.0,0.0,0.0,0.0,0.0,13.0
2026-07-21 16:32:53.210,27.68,29.56,30.0,29.31,24.75,28.87,928.2,24.4,-40.0,0.0,0.0,0.0,0.0,0.0,13.0
2026-07-21 16:32:53.426,27.68,29.56,30.0,29.31,24.75,28.87,928.2,24.4,-40.0,0.0,0.0,0.0,0.0,0.0,13.0
2026-07-21 16:32:53.609,27.68,29.56,30.0,29.31,24.75,28.87,928.2,24.2,-40.0,0.0,0.0,0.0,0.0,0.0,13.0
2026-07-21 16:32:53.808,27.68,29.62,30.0,29.31,24.75,28.87,928.2,24.2,-40.0,0.0,0.0,0.0,0.0,0.0,13.0
2026-07-21 16:32:54.009,27.68,29.62,30.0,29.31,24.75,28.87,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,14.0
2026-07-21 16:32:54.208,27.68,29.62,30.0,29.31,24.75,28.87,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,14.0
2026-07-21 16:32:54.409,27.68,29.62,30.0,29.31,24.75,28.87,928.2,24.9,-40.0,0.0,0.0,0.0,0.0,0.0,14.0
2026-07-21 16:32:54.609,27.68,29.62,30.0,29.31,24.75,28.86,928.2,24.5,-40.0,0.0,0.0,0.0,0.0,0.0,14.0
2026-07-21 16:32:54.808,27.68,29.62,30.0,29.31,24.75,28.86,928.2,24.5,-40.0,0.0,0.0,0.0,0.0,0.0,14.0
2026-07-21 16:32:55.009,27.68,29.62,30.0,29.31,24.75,28.87,928.2,24.7,-40.0,0.0,0.0,0.0,0.0,0.0,15.0
2026-07-21 16:32:55.209,27.68,29.62,30.0,29.31,24.75,28.87,928.2,24.7,-40.0,0.0,0.0,0.0,0.0,0.0,15.0
2026-07-21 16:32:55.409,27.68,29.62,30.0,29.31,24.75,28.87,928.2,24.7,-40.0,0.0,0.0,0.0,0.0,0.0,15.0
