timestamp,ds0_c,ds1_c,ds2_c,ds3_c,ds4_c,bme_t_c,bme_p_hpa,bme_h_pct,target_c,comp,comp_allowed,hv,iso_duty,safe,up_s
2026-07-21 16:11:47.148,28.81,30.12,30.18,29.56,12.62,29.01,928.2,24.4,-40.0,0.0,0.0,0.0,1.0,0.0,3.0
2026-07-21 16:11:47.378,28.81,30.12,30.18,29.56,12.62,29.01,928.2,24.4,-40.0,0.0,0.0,0.0,1.0,0.0,3.0
2026-07-21 16:11:47.548,28.81,30.12,30.18,29.56,12.62,29.0,928.1,24.4,-40.0,0.0,0.0,0.0,1.0,0.0,3.0
2026-07-21 16:11:47.747,28.81,30.18,30.18,29.56,12.62,29.0,928.1,24.4,-40.0,0.0,0.0,0.0,1.0,0.0,3.0
2026-07-21 16:11:47.949,28.81,30.18,30.18,29.56,12.62,29.01,928.2,24.4,-40.0,0.0,0.0,0.0,1.0,0.0,4.0
2026-07-21 16:11:48.148,28.81,30.18,30.18,29.56,12.62,29.01,928.2,24.4,-40.0,0.0,0.0,0.0,1.0,0.0,4.0
2026-07-21 16:11:48.348,28.81,30.18,30.18,29.56,12.62,29.01,928.2,24.4,-40.0,0.0,0.0,0.0,1.0,0.0,4.0
2026-07-21 16:11:48.548,28.81,30.18,30.18,29.56,12.62,29.01,928.1,24.2,-40.0,0.0,0.0,0.0,1.0,0.0,4.0
2026-07-21 16:11:48.747,28.81,30.12,30.25,29.56,12.62,29.01,928.1,24.2,-40.0,0.0,0.0,0.0,1.0,0.0,4.0
2026-07-21 16:11:48.948,28.81,30.12,30.25,29.56,12.62,29.0,928.2,24.5,-40.0,0.0,0.0,0.0,1.0,0.0,5.0
2026-07-21 16:11:49.147,28.81,30.12,30.25,29.56,12.62,29.0,928.2,24.5,-40.0,0.0,0.0,0.0,1.0,0.0,5.0
2026-07-21 16:11:49.347,28.81,30.12,30.25,29.56,12.62,29.0,928.2,24.5,-40.0,0.0,0.0,0.0,1.0,0.0,5.0
2026-07-21 16:11:49.548,28.81,30.12,30.25,29.56,12.62,29.01,928.1,24.5,-40.0,0.0,0.0,0.0,1.0,0.0,5.0
2026-07-21 16:11:49.747,28.81,30.12,30.25,29.56,12.62,29.01,928.1,24.5,-40.0,0.0,0.0,0.0,1.0,0.0,5.0
